age,gender,arrio_s,arrio_ss,arrio_q,arrio_k,aura_s,aura_ss,aura_q,aura_k,aster_s,aster_ss,aster_q,aster_k,akoni_s,akoni_ss,akoni_q,akoni_k,apline_s,apline_ss,apline_q,apline_k
56,f,,,1,,1,,,1,,,,,,,,,,1,,
63,m,,,,,,,,,,1,,,,,,,,,,1
38,m,,,,,,,,,,,,,,1,,,,1,,
54,m,,,,,,,,1,,,,,1,,,,,1,,
51,f,,,,1,,,,,,,,,,,,1,,,1,1
25,f,,,,,,1,,1,,,,,,,,1,,,,1
42,m,,,,,,,,,,,,,,,,,1,,,1
33,m,,,,,,,,,,,,,,,,,,1,,1
38,m,,,,,,,,,,,,,,,,,,1,,
42,m,,,1,,,,,,,,,,,,,,1,,,1
25,f,,,1,,1,,,,,,,,,,,,,,,1
32,f,,,,,,1,,,,,,1,,,,,1,,,1
59,m,,,,,,1,,,,,,,,,,,,1,,
62,f,,,,,,1,1,,,1,,,,,,,,,,1
42,f,,,,,,,,,,1,,,,,,,,,,
38,m,,,,,,,,,,,,,,,,,1,,,
35,m,,,,,1,,,,,,1,,,,,1,,1,,
40,f,,,,,,,,,,,,,,,,,,,,1
46,f,,,,,,,,,,1,,,,,,,1,,,
64,m,,,,,,,,,,,,,,,,,,,,1
33,f,,,1,,,,,,,,,,,,,,,,,1
53,m,,,,,,,,,,,,,,,,,,,,
54,f,,,,,,,,1,,,,,,,,,,,,
65,m,,1,1,,,,,,,,,,1,,,,1,,,
56,m,,,,,,,,1,,,,,,,,,,1,,
27,m,1,,,,,,,,,,,,,,,,1,,,1
64,m,,,1,,,,,,,,,1,,,1,,,,,
35,f,,,,,,1,,,,,,,,,,,,1,,
69,f,,,,,,,,,,,,,,,,,,,,1
43,f,,,,,,,,,,,,1,,,,,,1,,1
52,m,,,,,,,,,,1,,,,,,,,,,
58,f,,,1,,,,,,,,,,,,,1,,,,1
69,f,,,,,,,,,,,1,,,,,1,,,,1
41,m,1,,,,1,,,,,,,,,,,1,1,,1,1
55,f,,,,,1,,,,,,1,,1,,,,1,1,,
43,f,,,,,,,,,,,,,,,,,1,1,,1
37,m,,,,,,,,,,,,,,,,,,1,,1
47,m,,,,1,,,,,,,,,,,,,,,,
25,m,,,,1,,,,,,,,,,,,,1,1,,1
34,m,,1,,,,,,,,,,,,,,,,,,1
59,f,,,,,,,1,,,,,,,,,,1,,,1
50,f,,,,,,,,,,,,,,,,,,1,1,1
40,m,,1,,,,1,,,1,,,,1,,,,,,,1
52,m,1,,,,,,,,,,,,,,,,1,,,1
61,f,,1,,,,,,,,,,,1,1,,,,1,,
43,f,,,,,,,,,,,,,,,,,,,1,
69,m,,,,,,,,,,,,,,,,,,,,
47,m,1,,1,,,,,,,1,,,,1,,1,,,1,1
35,f,,,,,,,,,,,,,,,,1,1,,,
64,m,,,,,,,,,,,,,1,,,,,1,,1
57,f,,,,,,,,,1,,,,,,,,,,,1
36,f,1,,,,,,,,,,,,,,,,,1,,1
25,f,1,,,,,,,,,,,,,,,,1,1,,
52,f,,1,,,,,,,,,,,1,,,,,,,
33,f,,1,,,,,,1,,,,,,,,,,,1,1
31,f,,,,,,,,,,,,,,,,,,,,
62,f,,,,,,,,,,,,,,,,,1,,,
34,m,1,,,1,,,,,,,,,,,,1,,1,,1
41,m,,,,,,,,,,,,,,,,1,1,1,,
39,m,,,,,,,,,,,1,,,,,,,,,
69,m,,,,,,,,,,,,,,,,,,1,,1
34,f,,1,,,,,,,,,1,,,,,,,1,,1
58,m,,,,,,,,,1,,,,,,,,,,,
69,m,,,,,,,,,,,,,,1,,,,,,
69,m,,,,,,1,,,,,,,,,,1,1,,1,
36,m,,,,1,,,,1,,,,,,,,,1,,,
60,f,,,,,,,,,,,,,1,,1,,,,,1
26,m,,,,,,,,,,,,,,,,,,,,1
26,f,,,,,,,1,1,,,,,,,,,,,,
50,m,,1,1,,,,,,,,,,,,1,,,1,,1
36,f,,,,,,1,,,,,,,,,,,,,,
45,m,1,,,,,1,,,,,,,,,,,1,,,1
63,m,,,,,,1,1,,,,,,,,1,,,1,,
43,m,,,,,,,,,,,,,,,,,,1,,
51,f,,,,,,,,,,,1,,,,,,,,,1
50,m,,1,,,,,,,,,,1,,,,,,,,1
28,f,,,,,,1,,,,,,,,,,,,1,,1
35,f,,,,,,1,,,,,,,,,,,1,,,
37,m,,1,,,1,,,,,,1,,,,,,,,,1
61,f,,,,,,,,,,,,,,,,,,,,
44,f,,,,,,,,,,,,,1,,,,,1,,1
27,m,,,,,,,,,,,1,,,,,,,,,
40,f,,,,,,,,,,,,,,,,,1,,,
44,m,,,,,,,,1,,,,,,,,,,,,
64,m,,,,,,,,,,,,,,,,1,,,,
31,m,,,,,,,,,,,,,,,,,,,,
60,f,1,,,,,1,,,,,,,,,,,,,,
40,f,,1,,,,,,,,,,,,,,1,,,,1
33,m,,,,1,,,,,,,,,,,,,,,,
33,m,1,,,,,,,,,1,,,,,1,,,1,1,
34,m,,1,1,,,,,,,1,,,,,,1,,1,1,1
36,m,1,,,,,,,,,,1,,,,1,,,,1,1
69,m,,,,,,,,,,,,,,,,,,,,
29,f,,1,,,,,1,,,1,,,,,,,,1,,
25,f,,,,,,,,1,,,,,,,,,,,,1
64,f,,1,,,,,,1,1,1,,,,,,,,,,1
51,f,,,,,,,,,,1,,,,,,,1,,,1
28,m,,,,,,,,,,,,,,,,,,,,
63,f,,,,,,1,,1,,1,,,,,,1,,1,,
34,f,1,,,,,,,,1,1,,,,,,,,1,,1
39,m,,,,,,,,1,,,,,,,,1,1,1,1,
61,f,,,,,,,,,,,,,,,,,1,,,1
43,m,,1,,,,1,,1,,,,,,,,,,1,,
40,f,,,,,,1,,,,,,,,,,,,,,
48,m,,,,,,,,,,,,,,,,,,,,
52,m,,,,,,,,,,,,,,,,1,,,,1
39,m,,1,,,,,,,,,,,,,,,,,1,
61,m,,,,,,,,,,,,,1,,1,,,,,
53,f,,,,,,,,,,,,,,,1,,1,1,,
69,f,,,,,,,,,,,,,,,,,,1,,
65,f,,,,,,1,,1,,,,,,,,,1,,,1
54,f,,,,,,,,,1,,,,,,,,,,,1
37,m,,,,,,,,,,,,,1,,,,,1,,
37,f,,,,1,,,,,,,,,,,,,,,,1
26,m,,,,,,1,,,,,,,,,,,,,,1
61,m,1,,,,,1,,1,,,,,,,,,,1,,
62,f,,,,,,,,1,,,,,1,,,,,1,,
34,m,,,,,,1,,,,,,,,,,,1,1,,
42,f,,1,,,,,,,,,,,,,,,,,1,
32,f,1,1,,,,,,,,,,,,,1,,,1,,1
55,m,,,,,,,,,,,1,,,,,,,1,,1
46,f,,,,,,1,,,1,,,,,,,,,,,
39,m,,,,,,1,,,,1,,,,,,,,1,,1
37,f,,1,,,,,,,,,,,,1,,,,,,
37,m,,,,,,,,,,,,,,,,1,,1,,
33,m,,,,,,,,,,,,,,,,,1,1,,1
40,m,1,,,,,,,1,,,1,,,,,,1,1,,1
69,m,,,,,,,,,,,,,,,,1,1,,,1
69,m,,,,,,,,,,1,,,,,,,1,,,
62,f,,,,,,,,,,,1,,,,,,,,,
36,f,,,,,,1,,,,,,,,,,1,,,,1
34,m,,1,,,,1,,,,,,,,,,,,,,
51,m,,,,,1,,,,,,,,,,1,,,,1,
37,f,,,,,,,,,,,,,1,,,,,,,1
62,f,,,,,,,,,,,,,,,,,,1,,
69,f,,,1,,,1,,1,,,,,1,,,,,1,,
35,f,,,,,,,,,1,1,,,,,1,,,,,
57,f,,,,,,,1,,,,,,,,,,1,1,,
48,m,,,,,,,1,1,,,,,,,,,,1,,1
63,f,1,,,,,1,,,,,,,,,,,,,,1
42,f,,,,,,,,,,1,,,,,,,,1,1,
35,m,1,,,,,,,,,1,,,,,,,,,,
36,f,,,,,,,,,,,,,,,,,,,,1
56,m,1,,,,,,,,,,1,1,1,,,,,1,,
37,f,,,,,,,,,,,,,,,,,,,,
25,f,,,,,,,,,,,,,,,,,1,,,1
69,f,1,,,1,,,,,,,,,,,,1,,,,1
25,m,,,,,,,,,,,,,1,1,,,,,,
52,f,,,,,,,,,,,,,,,,,,1,,
61,f,,,,,,,,,1,,,,,,,,1,1,,
34,f,,,,,,,,,,,,,,,,,,,,1
25,f,,,,,,,,,,,,,,,,,,,,
57,m,,,,,,,,,,,,,,,,,,,1,
64,m,,1,,,,,,,,1,,,,,1,,,,1,1
32,m,,1,,,,1,,1,,,,,,,,,1,,,
33,m,,,,,,,,,,,,1,1,,,,,,,1
45,m,,,,,,,,,,,,,,,,,,,,1
43,f,,,,,,,,,,,1,,,,,,,1,,
44,f,,,,,,,,,,,,,,,,,1,,,
69,m,,1,,,,,,,,,,,,,,,,,,
49,f,,,,,,1,,,,,,,,,,1,,,,
31,f,,,,,,,,1,,,,,1,,,,1,,,
50,f,,,,,,,,1,,,,,,,,,,,1,1
55,f,,,,,,,,,,,,,,1,,,,,1,
58,f,,,,,,,,,1,,,,1,,,,,,,1
33,m,,,,,,,1,1,,,,,,,,,,,1,
50,m,,,,,,,,,,,,,,,,1,,1,,1
69,f,,,,,,,,,1,,,,,,,,,,,1
48,f,,,,,,1,,,,,,,,,,,,,,1
58,m,,,,,,,,,,,,,,,,,1,1,,
62,m,,,,,,,,1,,1,,1,,,,,,,,
33,f,,,,,,,,,,,,,,,,,,,,1
36,m,,1,,,,,,,,,,,,,,1,,,,1
54,f,,1,,,,,,,1,,,,1,,,1,,1,,1
56,m,,,,,,1,,,,,,,,,,,1,,,
58,f,,,,,,,,,,,,,,,1,,,,1,
54,m,,,,,,,,,,,,,,,,,,1,,
39,m,,,,,,,,,,,,,,,,,,,,1
33,f,,,,,,,,,,,,,,,,,,,,
55,f,,,,,1,,,,,,,,,,,1,,,,
64,m,,,,,,,,,,,,,,,,,1,1,,
56,m,,,,,,,,1,,,,,,,,,,,,1
51,f,,,,,,,,1,,,,,,,,,,1,,
28,m,,,,,,,,1,,,,,,,,,,1,,1
48,f,,,,,,,,,,,,,,,,,,,,1
36,f,,,,,,,,,,1,,,,1,1,,,,,1
62,m,,,,,,1,,,,,,,,,,,,,,
33,m,,,,,,,,1,,,,,,,,,,,,
42,f,,,,,,,,,,,,,,,,,,,,
60,m,1,,,1,,,,,,1,,,1,,,,1,,1,1
52,f,,,,,,,,,,1,,,,,,,1,,,
36,f,,,,1,,,,,,,,,,,,,,,,1
59,m,,,,,,,,,,,,,,,1,1,,1,1,
60,m,,,,,,,,1,,,,,,,,,,,,1
59,f,,,,,,,,,,1,,,,,1,,,1,1,
51,m,,,1,,,,,,1,,,,,,,,,,,1
38,m,,,,,,,1,,,,,,,,,,,,,
44,m,,,,,,,,,,,,,,,,,,,,
49,m,,,,,,,,,,,,,,,,,1,,,
56,m,,,,,,1,,,,,,,,,,,,,1,1
33,f,,,,,,,,,,,1,,,,,,,,,
36,m,,1,,,,,,1,,,,,,,,,,,,1
43,m,1,,,,,,,,,,,,,,,,,1,,
34,f,,,,,,,,,,,1,,,,,,,,,
42,m,,,,,,,,,,,,,,,,,,,,
25,f,,,,,,1,,,,,,,1,,,,1,,,
59,m,,1,,,,,,,,,,,,,,,,,,1
56,f,,,,,,,,,,,,,,,,,,,,
64,m,,,,,,,,1,,,,,,,,,,,,
57,f,,,,1,,,,,,,,,,1,1,,,,,1
61,f,,,,,1,,,,,,,,,,,,,,,
36,f,,,,,,1,,,,,,,,,,,,,,
46,f,,,,,,,,,,,,,,,,,1,1,1,
34,f,,,,,,,,,,,,,,,,,,,,1
54,m,,,,,,,,,,,,,,,1,,,,1,1
41,m,,,,,,,,,,,,,,,,1,,,1,1
45,m,1,,1,,,1,,,,,,,,,,,,,,
56,f,1,,,,,,,,,1,,,,,,,,1,,
37,f,,,,,,,,,,,,,,1,,,,,,1
61,f,,,,,,,,,,,,,,,,1,,1,,1
37,m,,,,,,,,1,,,,1,1,,,,,1,,
56,m,,,,,,,,,,,,,,,,1,,1,,
69,f,,,,,,,,1,,,,,,,,,,,,1
34,f,,,,,,,,,,,,,,,,,,,,
64,m,,,,,,,,,,,,,,,,,1,1,,1
25,f,,,1,,,1,,,,,,,,,,,,,,
25,f,,,,,,,,,,,1,,1,,1,,,,,1
52,f,,,,,,,,,,,,,,,,,,,1,
69,f,,,,,,,,,1,,,1,,,1,1,,,,
25,m,,,,,,1,,,,,,,,,,,,,,
69,m,,,,,,,,,,1,,,,,,,,,1,
42,m,,,,,,,,,,,,,1,,,,1,,1,1
55,m,,,,,,,,,,,,,,,1,,,,,
65,f,,,,,,1,,,,,,,1,,,,,1,1,
58,m,,,,,,,,,,,,,,,,,,,1,1
60,m,,,,,,1,,,,,,,,,,,,1,,
25,f,,,,,,1,,,,,1,,,,1,,1,,,1
54,m,,,,,,,,,,,,,,,,,,1,,1
35,f,,,,,,1,,,,1,1,,,,,1,,1,,1
39,m,,,,,,,,,,,,,,,,,,1,,
27,f,1,,,,,,,,,,,,,,,,1,,,1
37,f,,,,,,1,1,,,,,,,,,,,1,,
46,m,,,,,,,,,,,,,,,,,1,1,,
25,m,,,,,,,,,,,,,,,,,,,1,1
55,f,1,,,,,,,1,,,,,,,,,,1,1,
45,m,,,,,,,,,,,,,,1,,1,,,,1
44,m,,,,,,,,,,,,,,,,,,1,,1
38,f,,,,,,,,,,,,,,,1,,,,,1
50,m,,,,,,,,,,,,,1,,1,,,,,
34,f,,,,,,1,,,,,,,,,,,1,,,
69,f,1,,,,,,,,,,,,,,,,,,,
37,m,,,,,,,,,,,,,,,,,1,1,1,
45,m,,1,,,,1,,1,,1,,,,,,1,1,,,
25,f,,,,,,1,,1,,1,,,,,,1,1,1,1,1
46,f,,,,,,1,,1,,,,,1,,,1,1,1,1,1
35,f,,,,,1,,,,,,,,,,,,,,,
41,m,,,,,1,,,,,,,,1,,,,,1,,1
34,f,,,,,,1,,,,,,,1,,,,,,,
38,m,,,,,,,,,,,,,,,1,,,,,1
40,m,,1,,,,1,,,,,,,,,,,,,,
69,m,,,,,,,,,,,,,,,,,,,,
41,f,,,,,,,,,,,,,,,,,1,,,1
39,m,,,,,,,,,,,,,,,1,1,,1,,
43,m,,1,,,,1,,,,,,,,,,,1,,,1
34,f,,,,,,,,,,,,,,,1,,1,,,
25,f,,,,,,,,,,,,,,,,,,,,1
28,m,,,1,,,,,1,,,1,,,,1,,,,,1
37,f,,,,,,1,,,,,,,1,,,,,,,
35,m,,,,,,,,,,,,,,,,1,1,1,,
40,m,,1,,,,,,,,1,,,,,,,,,,
59,f,,,,,,1,,,,,,,,,,,,1,,1
34,m,,,,,,,,1,,1,,,,,,1,,,1,
56,m,,,1,,,,,,,,,1,,,,,1,1,,1
34,m,1,1,,,,,,,,,,,,,,,1,,,
57,f,,,,,,,,1,,1,,,,,,1,,,,
69,f,,,,,,,,,,,,,,,1,,,,,1
38,f,,,,,,,,,,,,,,,,,,,1,
54,m,,,,,1,,,,,,,,,,,,,,,1
69,m,,,,,,,,1,,,,,,1,,1,,,,1
38,f,,,,,,1,,,,,,,,,,,1,,,
41,m,1,,,,,,,,,,,,,,,,,1,,
58,m,1,,,,,1,,,,,,1,,,,,1,1,,
51,f,1,,,,,,,,,1,,,,,,,,,,
25,f,,,,,,,,1,,,,,,,,,,,,
37,f,1,,1,1,,,,,,,,,,,,,1,1,,1
69,m,,,1,1,,,,,,,,,,,,,,,1,
44,m,,,,,,,,,,,,,,,,,,,,1
69,m,,,,,,,,1,1,,,,,,,,1,,,
53,m,,,,,,,,,,,,,1,,,,,,,
69,m,,,,,,1,,,1,,,,,,,,1,1,,1
59,m,,1,,,,,,,,,,,,,,,,1,,1
43,m,,,,,,,1,,1,,,,,,,,,,,
63,f,,,,,,,,,,,1,1,,,,,,,,
38,m,,,,,,,,,,,,1,,,,,,,,1
37,f,,,1,,,,,,,,,,,,,,,1,,1
64,f,,,,,,,,,,1,,,,,,1,,,1,1
58,f,,,,1,,,,,,,,,,,,,,,,1
26,m,,,,,,,,,,,,,,,,,,,,
56,m,,,,,,,,,,,,,,,,,,1,,1
69,m,,,,,,,,1,,1,,,1,,,,1,1,1,1
62,f,,,,,,,,,,,,,,,,,,,,1
33,m,,1,,,,,,,,,,,,,,,1,,,
58,f,,,,,,,,,,,,,,,1,,1,,,1
51,f,1,,,,,,,,,,,,,,,,,,,1
34,m,,1,,,,,,,,,,,,,1,,,,1,
42,f,,1,,,,,,,,,,,,,,,,,,1
57,m,,,,,,,,,,,,,,,,,,,1,
63,f,,,,,,1,,,1,,,,,,,,,,,1
31,f,,,,,,,,,,,,,,,,,,,,1
49,m,,,,,,,,,,,,,,,,,,1,,1
37,m,,,,,,,,,,,,,,,,,,,1,1
64,f,,,,,,,,,,,,,,,,,1,,,1
69,m,,,,,,,,,,,,,,,1,,,,,1
45,f,,,,,,,,,,,,,,,,,,,,1
45,m,,,,,,1,,,,,,,,,,,,,,
60,f,,,,,,,,,,,,,,,,,,,1,1
49,m,,,,1,,1,,,1,,,,,,,,,,,1
27,f,,,,,,1,,,,,,,,,,,,1,,
49,f,1,,,,,,,,,,,,,,1,,,1,1,
56,f,,,,,,1,,,,,,,,,,,,,,
37,f,,,,,,1,,,,,,,,,,,,,,
30,f,,,,,,1,,,,,,,,,,1,,1,,
40,m,,,,,,,,,,,,,1,,,,1,,,
65,f,,,,,,,,1,,,,,,,,,,1,,1
59,m,,,,,,,,,,,,,,,,,,1,1,
50,m,,,,,,,,,,1,,,,,,,,,,
45,m,,,,,,,,,,,,,1,,,,,1,,
28,m,,,,,1,,,,,,,,1,,1,,,,1,1
27,f,,,,,,1,,,,,,,,,,,,,,1
41,m,1,1,,,,,,1,,,,,,,,1,,,1,1
55,m,,,,,,,,,,,,,1,,,,,1,,
36,f,,1,,,,,,,,,,,1,,,,,,,
38,f,,,,,,1,,,,1,,,1,,,,,1,1,1
38,m,,,,1,,,,,,,,,,,,,,,1,
49,f,,,,,,,,,,,,,,,,1,,1,,1
50,m,,,,,,1,,,,,,,,,,,,,,
52,m,,,,,,1,,,,,,,,,,,,,,
51,f,,,,,,,1,,,1,,,,,,1,1,,,1
67,m,,,,,,,,,,1,,,,1,,,,1,,1
52,f,1,,,,,1,,,,,,,,,,1,,1,,1
38,m,,,,,,,,1,,,,,,,,,,,,
40,m,,,,,,,,,,,,,1,,,,1,1,1,1
25,m,,,,,,,,,,,,,1,,1,,,,1,1
42,f,,,,,,,,,,,,,,,,1,,1,,1
48,m,,,,,,,,1,,,,,,,,,,1,,
28,f,,,,,,,,,,,,,,,,,,,,
63,m,,,,,,,,,,,,,,,,,,,1,1
61,f,,,,,,,,,,,,,,1,,,,1,,1
54,m,,1,,,,,,,,,,,,,,,,,,
51,m,,,,,,,1,,1,,,,,1,,,,,,1
34,f,,,,,1,,,,,,,1,,,,,,1,,1
51,f,,,,,,,,,,,,,,,,,,1,1,1
56,m,,,,,,,,,,,,,,,,,,,,1
69,m,,,1,,,,,,1,1,,,,,,,,,,1
34,m,,,,,,,,,,,,,,,,,,,,1
37,f,,,,,,,,,1,,,,1,1,,,,,,
42,f,,1,,,,,,,,,,,,,,,,,,1
69,f,,1,,,,,,1,,,,,,,,,1,1,,
47,f,,1,,,,,,,,,,,,,,,,,,
44,m,,,,,,,,1,,,,1,,,,,1,,1,1
69,f,,,,1,,,,,,,,,,,,,1,,,1
67,m,,,,,,,,,,,,1,,,,,,1,,1
42,f,,,,,,,,,1,,,,,,,,,,,1
49,f,,,,,,,,,1,,,,,,,,,1,,
49,f,,,,,,,,,,,,,1,,,,1,,,
54,m,,,,,,,,,,,,,,,,,1,,,1
58,m,,,,,,,,1,,,,1,,,1,,,,,
36,m,,,,,,,,,,,,,,,,,1,1,,
44,m,,,,,,1,,,,,,,,,1,,,,,1
63,m,,,,,,,,,,,,,,,,,,,,1
61,f,,,,,1,,,,,1,,,,,,,,,,1
44,m,1,,,,,,,,,,,,,,,,,,,
41,m,,,,,,,,,,,,,,,,,,,,1
53,m,,,,,,,,,,,,,,,,,,,,1
42,f,,,,,,1,,,,,,,,,,1,,,1,1
57,f,,,,,,,,,,,,,,,,,1,,,
45,m,,,,,,,,,1,,,,,,,,,,,
36,m,,,,,,,,,,,,,,,,,,1,,
51,m,,,1,,,,,,,1,,,,,1,,,,,1
51,f,,,,,,,,,,,,,,,,,,,,1
36,f,,,,,,,,,,,,,,,1,,,1,,1
69,m,,,,,,,,,,,,,,,,,,1,,1
69,m,,,,,,,,,,,,,,,,,,,1,1
44,f,,,,,,,,,,,,,,,,,,,,
49,m,,1,,,,,,,,,,,,,,,1,1,,
38,m,,,,,,1,,,,,,,,,,1,,,,
64,f,1,,,,,,,,,,,,,,,,1,,,1
25,m,1,,,,,,,1,,,,,,,,,,1,,
69,m,,1,,,,,,,,,,,,1,,,1,,,1
25,m,,,,,,,,,,,,,,,,,1,,,
42,f,,1,,,,,1,,,1,,,,,1,,,,,1
60,f,,,,,,,,,,,,,,,,1,,,,
35,f,,,,,,1,,,,,,,,,,,,,,
48,f,1,,,,,,,,,,1,,,,,,,,,1
45,f,,,,,,,,1,,,,,,,,1,,1,1,
42,f,,,,,,,,,1,,,,,,,,1,1,,1
25,m,,,1,,,,,,,,,,,,,,,,,1
34,f,,,,,,,,,,,,,,,,,,,,
36,m,,,,,,,,,,,1,1,,,,,1,,,
35,f,,,,,,,,,,,,,,1,,,,,,
39,m,,,,,,1,,,,,,,,,,1,,1,1,
35,m,,,1,,,,,,,,,,,,1,,,,,1
41,m,1,,,,,,,1,,,,,,,,,,,,1
50,f,,,,,,,,,,,,,,,,,,,,1
64,m,,,,,,1,,,,,,,,,,,,1,,1
25,f,,,,,,,,,,,,,1,,,,,1,,1
33,f,,,,1,,1,,,,,,,,,,,,,,1
64,f,,,,,,,,,,,,,,,,,,,,
33,m,,,,,,,,,,,,1,,,,,1,,,1
64,m,,,,,,,,,,,,,,,,,1,,1,
50,m,,,,,,,,,1,,,,,,,,,,,1
39,m,,,,,,,,,,,,,,,,,1,1,,
46,f,,,,,1,,,,,,,,,,,,,,,
33,f,,,,,1,1,,,,,,,,,,,,,,1
63,f,,,,,,1,,,,,,,,,,,,1,,1
57,f,,,,,,,,,,1,,1,,,,,,1,,1
36,m,,,,,,,,,,,,,,,,,,,,
60,f,,,1,,,1,,1,,,,,,,,,,,,1
52,m,,1,,,,,,,,,,,,,,,,,,
33,m,,,,,,1,,,,1,,,,,,,,1,,
63,f,,,,,,,,,,,1,,1,,,,,,,1
37,m,,,,,,,,,,,,,,,,,,1,,1
64,f,,,,,,,,,,,,,,,1,,,1,,
35,f,,1,1,,,,,,,,,,1,,,,,,,
25,m,,,,,,,,1,,,,,,,,,,,,1
64,f,,,,,,,,,,,,,,,,,,,,
25,m,,,,,,1,,,,,,,1,,,,,,,
54,f,,,,,,,,,,,,,,,,,,,,
53,f,,1,,,,,,,,,,,,,,,,,,
31,f,,,,,,,,,,,,,,,,,,,,
37,f,1,,1,,,,,,,,,,,,,,,,,1
38,f,,,,,,,,,,,,,,,,,,,,
69,f,,,,,,,,,,,,,,,1,,,,,
56,m,,,,,,1,,1,,,,,,,,1,,,,1
69,f,,1,,,,1,,1,,,,,,,,1,,1,,
63,f,,,,,,,,,,,,,,,1,,,,,
25,m,,,,,,,,,,,,,,,1,1,,,,1
25,f,1,,,,,1,,,,,,,,,,,,,1,1
50,m,,1,,,,,,,,,,,1,,,,,,,1
69,f,,,,,,,1,,,1,,,,,,1,,,,1
56,m,,,1,,,,,,,,,1,,,,,,,1,1
48,f,,,,,,,,,,,,,,,,,,1,,
41,m,,,,,,,,,,,,,,,,,,,,
63,m,,,,,,,,,,,,,,,,,,,1,1
53,m,,1,,,,,,1,,,,,,,,,,,,
60,m,,,,,,,,,,,,,,,,,1,,,
65,m,,,,,,,,,,,,,,,,,,,,1
33,f,,,,,,,,,,,,,,,,,,1,,
69,m,,,,,,,,1,,,,,,,,,,,,1
57,f,,,,,,,,,,,,,,,,,1,1,,1
51,m,,,,,,,,1,,,,,,,,,,,,1
46,m,,,,1,,1,,,,,,,,,,,,1,,
28,m,,,,,,,,,,,,,,,,,,,1,1
34,f,,,,,,1,,,,,,,,,,,1,1,,1
57,m,,,,,,,,,,,,,,,,1,,,,
34,m,1,,,,,,,1,,,,,,,,,,,,
43,f,1,,,,,,,,,1,,,,,1,,,,,
25,f,,,,,,,,1,,,,1,,,,,,,,
44,f,,,,,,,,,,,,,1,,,1,,1,1,
35,f,,,,,,,,,,,,,,,,,,1,,1
41,m,,1,,,,,,,,,,,,,,,,,,
41,f,,,,,,,,,,,,,,,,,,1,,
25,f,,,,,,,,,,,,,,1,,,,,,
60,f,,,,,,,,,,,,,,,1,,1,1,,
25,f,,,1,,,,,,,,,,,,,,,,,1
50,m,,,,,,,,,,,,,,,,,,,,1
44,f,,1,1,,,1,,,,,,,,,,,,,,
40,m,,,1,,,,,1,,,,,,,,,,,,
37,f,,,,,1,,,,,,,,,,,1,,,,
52,m,,,,,,,,,,,,,1,,,,,,,1
52,f,,,,,,,,,,1,,,,,,,,1,,1
60,m,,,,,,,,,,,,,,,,,1,,,
42,f,,,,,,,,,,,,1,,,,,,,,
59,m,1,,,,,1,,,,,,,,,,1,,,,
34,f,,,,,,,,,,,,,,,,,,,,1
61,f,,,,,,,,,,,,,,,,,,1,,
56,m,,,,,,,,,,,,,,,,,,,,
36,m,,,,,,,,1,,,,,,,,,,,,
62,f,,,,,,,,,,,,,,,,,,1,,1
58,m,1,,,,,1,,,,1,,,,,,1,,,,
64,m,,,,,,1,,,,,,,,,,,,,,1
59,m,1,,,,,,,,,,1,,,,1,,,1,,1
53,f,,,,,,,,,,,,,,,,,,1,,1
63,f,,,,,,,,1,,,,,,,,,,,,1
54,f,,1,,,,,,1,,,,,,,,,,1,,
37,m,,1,,,,,,1,,,,,,,,,,1,,1
25,f,,,,,,,,,,,,,,,,1,,1,1,
60,m,,,,1,,,,,,,,,,,,,,1,1,1
57,f,,,,,,,,,,,,,,,1,,,,,1
40,m,,,,,,,,1,,,,,,,,,,,,1
61,m,,,,,,,,,,,,,1,,,,,,,
34,f,,,,,,,,,,,,,,,,,,,,
48,m,,,1,,,,,,,,,1,,,,,,,,1
53,m,,,,,,,,1,,,,,,1,,,,,,1
37,f,,1,,,,,,,1,,,1,,,,,,,1,1
69,m,,,,,,,,,,,,,,,,,,,,1
38,m,,,,,,,1,,,,,,,,,,,1,,1
45,m,,,,,,,,,,,,,,,,,,1,,
54,m,,,,,,1,,,,,,,,,,,,,1,
69,f,,1,,,,,,,,,,,1,,,,,,,
62,f,,,,,,,,1,,,,,,,1,,,,,
62,f,,,,,,,,1,,,,,,,,,,,,
38,m,,,1,,,,,,,,1,,,,1,,,,1,
43,m,,,,,1,,,,,,,,,,,,1,,,
25,m,,,,,,,,,,,,,,,,1,,,,1
36,f,,,,,,,,,,,,,,,,,,,,
35,m,,,,,,,,1,,,,,,1,,,,,,1
25,m,1,,,,1,1,,,1,,,1,,,,,1,,,1
25,m,,,,,,,,,,1,,,,,,,,,,1
44,m,,,,,1,1,,,,,,,,,,,,,1,1
54,f,,,,,,,,,,,,,,,,,,1,,
62,m,1,,,,,,,,,1,,,,,,1,,,,
43,f,,1,,,,1,,,,,,,,,,,,1,,1
38,m,,,,,,,,,,,,,,,,,,,,
42,f,,,,,,,,,,1,,,,,,,,,,
51,m,,,,,,,,1,,,,,,,,,,1,,1
55,f,,,,1,,,,,,,,,,,,,,1,,1
25,f,,,,,,,,1,1,1,,,,,,,,,,1
52,m,,,,,,1,,,,,1,,,,,,,,,1
33,m,1,,,,,1,,,,,,,1,,,,,,,
43,f,1,,1,,,,,,,,,,,,,,1,,,
45,m,,,,,,,,,,,,,,,,,1,,,1
34,f,,,,,,,,,,,,,,,,,1,1,1,1
52,m,,,,,,,,,,,,,,,,,1,1,,1
